complaint_id,ward,category,priority,status,date,latitude,longitude,rainfall,traffic,population,department
CMP-006980,Ward-18,Garbage Collection,Low,Closed,2025-01-15,12.788309,77.434304,82.5,28.7,112912,Electrical
CMP-006981,Ward-20,Sewage Overflow,Medium,Open,2024-01-20,12.893053,77.434564,39.4,38.7,97240,Sanitation
CMP-006982,Ward-17,Road Damage,High,In Progress,2026-02-22,12.836222,77.58836,65.1,142.8,75142,Electrical
CMP-006983,Ward-38,Sewage Overflow,Medium,Resolved,2026-06-06,12.92804,77.481252,16.4,37.3,27363,Urban Planning
CMP-006984,Ward-22,Noise Pollution,Medium,Resolved,2025-12-02,13.049474,77.554282,67.7,52.5,16504,Urban Planning
CMP-006985,Ward-23,Sewage Overflow,Medium,In Progress,2025-10-06,12.960704,77.424545,117.3,62.8,115741,Electrical
CMP-006986,Ward-21,Sewage Overflow,Medium,Closed,2025-11-12,12.807715,77.604477,60.6,29.0,93104,General Administration
CMP-006987,Ward-9,Stray Animals,Medium,Resolved,2024-05-21,12.998831,77.578444,85.5,21.1,107349,Parks & Environment
CMP-006988,Ward-39,Road Damage,Low,Resolved,2024-12-05,12.78819,77.527062,56.4,39.4,110561,Water Board
CMP-006989,Ward-39,Stray Animals,Low,Resolved,2025-07-10,12.783409,77.531637,29.9,73.4,110561,Roads & Infrastructure
CMP-006990,Ward-36,Water Supply,Medium,Open,2025-04-23,12.778142,77.416769,47.9,77.2,51500,Water Board
CMP-006991,Ward-34,Water Supply,Medium,Open,2026-03-16,12.894094,77.483624,51.5,31.5,87603,Sanitation
CMP-006992,Ward-22,Illegal Construction,Low,In Progress,2024-12-19,13.047847,77.566316,67.5,90.8,16504,Roads & Infrastructure
CMP-006993,Ward-22,Power Outage,Low,Resolved,2024-03-07,13.053054,77.550145,38.3,105.0,16504,Urban Planning
CMP-006994,Ward-36,Sewage Overflow,High,Resolved,2026-02-07,12.770908,77.403519,29.1,83.1,51500,Water Board
CMP-006995,Ward-27,Traffic Signal Fault,Medium,Resolved,2025-05-19,12.868369,77.451369,84.5,60.7,15074,Water Board
CMP-006996,Ward-24,Power Outage,Medium,Closed,2024-09-06,12.935861,77.430708,85.2,60.4,109646,Water Board
CMP-006997,Ward-10,Streetlight Outage,Medium,Resolved,2026-01-23,12.76684,77.60022,51.8,144.2,45512,General Administration
CMP-006998,Ward-29,Streetlight Outage,Low,Resolved,2024-11-29,12.822417,77.467748,59.1,49.1,110932,Parks & Environment
CMP-006999,Ward-1,Sewage Overflow,Low,In Progress,2024-04-24,12.932768,77.414403,72.2,61.8,111530,Electrical
CMP-007000,Ward-17,Water Supply,Medium,Resolved,2026-03-13,12.843379,77.591052,31.4,110.1,75142,Water Board
CMP-007001,Ward-11,Noise Pollution,Low,Open,2026-04-17,13.009038,77.515201,48.9,115.2,36319,Electrical
CMP-007002,Ward-31,Water Supply,High,Open,2026-06-19,12.94653,77.688588,13.9,64.0,94507,Urban Planning
CMP-007003,Ward-12,Garbage Collection,Medium,Open,2024-10-07,12.864684,77.463502,86.3,84.2,99939,Water Board
CMP-007004,Ward-35,Water Supply,Medium,In Progress,2025-09-02,12.819228,77.469605,47.4,70.0,45007,Traffic Police
CMP-007005,Ward-23,Power Outage,Medium,In Progress,2026-05-27,12.948383,77.433112,80.4,81.1,115741,Sanitation
CMP-007006,Ward-15,Air Pollution,Low,Open,2025-04-10,12.851127,77.636359,5.0,27.3,56347,Urban Planning
CMP-007007,Ward-38,Tree Fall,Medium,Open,2024-10-27,12.92417,77.471624,34.5,45.4,27363,Water Board
CMP-007008,Ward-1,Road Damage,Medium,Resolved,2025-03-24,12.949177,77.40453,22.0,14.8,111530,Parks & Environment
CMP-007009,Ward-39,Streetlight Outage,Medium,Open,2025-04-29,12.78867,77.528668,78.4,36.1,110561,Roads & Infrastructure
CMP-007010,Ward-17,Traffic Signal Fault,Low,Open,2025-12-30,12.851584,77.594948,45.0,69.0,75142,Electrical
CMP-007011,Ward-24,Illegal Construction,Medium,Resolved,2024-11-23,12.944064,77.440491,42.1,81.8,109646,Electrical
CMP-007012,Ward-22,Road Damage,Low,Resolved,2025-03-10,13.046846,77.554241,38.7,109.1,16504,Water Board
CMP-007013,Ward-4,Streetlight Outage,Low,Resolved,2024-02-10,12.973123,77.605956,65.2,80.5,51463,Parks & Environment
CMP-007014,Ward-5,Water Logging,Medium,In Progress,2024-06-02,12.98918,77.407779,58.5,8.2,59597,General Administration
CMP-007015,Ward-11,Streetlight Outage,Critical,In Progress,2024-03-15,13.005603,77.518097,87.8,79.9,36319,Water Board
CMP-007016,Ward-28,Sewage Overflow,Medium,In Progress,2025-03-31,12.921045,77.553646,28.6,70.0,55306,Sanitation
CMP-007017,Ward-32,Power Outage,Medium,Open,2024-10-31,12.874995,77.467802,82.1,121.6,41365,Traffic Police
CMP-007018,Ward-12,Encroachment,Low,Resolved,2024-08-20,12.86771,77.470557,38.6,22.1,99939,Sanitation
CMP-007019,Ward-7,Power Outage,Low,Closed,2024-07-27,12.773876,77.646319,96.8,68.6,110647,Parks & Environment
CMP-007020,Ward-2,Garbage Collection,Medium,Resolved,2024-11-15,12.787893,77.623989,58.5,64.4,19165,Sanitation
CMP-007021,Ward-39,Road Damage,Low,Resolved,2024-10-12,12.777139,77.524848,38.9,75.1,110561,Roads & Infrastructure
CMP-007022,Ward-19,Power Outage,Low,Open,2025-04-22,12.934217,77.661569,26.3,32.1,33131,General Administration
CMP-007023,Ward-38,Noise Pollution,High,Resolved,2026-01-28,12.91816,77.466194,59.1,94.5,27363,Parks & Environment
CMP-007024,Ward-18,Sewage Overflow,High,Closed,2025-09-16,12.796476,77.437082,72.5,62.1,112912,Parks & Environment
CMP-007025,Ward-29,Power Outage,High,Resolved,2025-07-18,12.830776,77.474585,51.4,51.4,110932,Electrical
CMP-007026,Ward-40,Traffic Signal Fault,Low,Closed,2024-01-03,12.758078,77.588831,76.9,49.2,110448,Traffic Police
CMP-007027,Ward-8,Traffic Signal Fault,Low,Resolved,2025-12-07,12.882362,77.440773,86.9,30.8,53427,Water Board
CMP-007028,Ward-17,Streetlight Outage,Critical,Pending,2026-04-02,12.835606,77.601393,58.3,27.0,75142,Urban Planning
CMP-007029,Ward-40,Streetlight Outage,Low,Pending,2025-11-21,12.77538,77.597129,55.2,54.2,110448,General Administration
CMP-007030,Ward-39,Streetlight Outage,High,Resolved,2025-10-14,12.769857,77.534884,,47.7,110561,Parks & Environment
CMP-007031,Ward-5,Tree Fall,Low,Open,2024-10-24,12.998334,77.392233,43.4,89.7,59597,Roads & Infrastructure
CMP-007032,Ward-38,Traffic Signal Fault,Low,Closed,2024-02-22,12.931664,77.476306,46.3,59.5,27363,Parks & Environment
CMP-007033,Ward-24,Road Damage,Medium,In Progress,2025-07-08,12.951408,77.430444,38.9,80.1,109646,Water Board
CMP-007034,Ward-15,Road Damage,Medium,Resolved,2024-09-08,12.844112,77.635909,15.0,63.8,56347,Sanitation
CMP-007035,Ward-37,Public Nuisance,Medium,Resolved,2025-11-14,12.94589,77.45799,54.9,79.9,89847,Sanitation
CMP-007036,Ward-8,Power Outage,Low,Closed,2024-02-13,12.893794,77.442138,35.9,20.0,53427,Roads & Infrastructure
CMP-007037,Ward-25,Sewage Overflow,Medium,Resolved,2024-09-02,13.014242,77.484858,39.1,44.2,28947,Urban Planning
CMP-007038,Ward-3,Power Outage,Critical,Resolved,2025-12-14,12.753968,77.468167,54.8,39.2,41062,Parks & Environment
CMP-007039,Ward-29,Power Outage,Medium,Resolved,2024-11-08,12.829317,77.473082,79.4,16.5,110932,Parks & Environment
CMP-007040,Ward-40,Stray Animals,Medium,Pending,2025-09-05,12.758424,77.588306,67.9,38.8,110448,Roads & Infrastructure
CMP-007041,Ward-29,Power Outage,High,Resolved,2024-12-07,12.830042,77.467551,81.4,65.8,110932,Roads & Infrastructure
CMP-007042,Ward-32,Encroachment,High,Closed,2026-05-25,12.886549,77.465438,71.2,121.7,41365,Parks & Environment
CMP-007043,Ward-33,Garbage Collection,Low,Pending,2024-10-29,12.968391,77.515862,78.2,62.3,82839,Electrical
CMP-007044,Ward-28,Illegal Construction,Low,Resolved,2025-02-13,12.928068,77.551621,29.0,70.7,55306,Sanitation
CMP-007045,Ward-37,Garbage Collection,Low,In Progress,2026-06-14,12.953759,77.456785,37.4,67.6,89847,Urban Planning
CMP-007046,Ward-7,Noise Pollution,Medium,Resolved,2024-04-05,12.77509,77.655607,42.5,75.3,110647,Parks & Environment
CMP-007047,Ward-10,Garbage Collection,Medium,Resolved,2024-04-28,12.767937,77.601797,49.9,72.8,45512,Electrical
CMP-007048,Ward-17,Air Pollution,Medium,In Progress,2025-09-01,12.840077,77.596539,68.9,113.6,75142,General Administration
CMP-007049,Ward-7,Sewage Overflow,High,Open,2025-09-02,12.785129,77.661404,79.3,104.2,110647,Traffic Police
CMP-007050,Ward-40,Water Supply,Critical,Resolved,2026-05-10,12.765534,77.590807,55.9,27.2,110448,Urban Planning
CMP-007051,Ward-17,Garbage Collection,Critical,Resolved,2025-09-12,12.844265,77.600624,39.3,15.4,75142,General Administration
CMP-007052,Ward-4,Noise Pollution,High,In Progress,2025-01-30,12.956333,77.609955,43.4,79.1,51463,General Administration
CMP-007053,Ward-26,Illegal Construction,Medium,Resolved,2025-12-17,13.011369,77.487442,51.9,47.7,35032,Traffic Police
CMP-007054,Ward-3,Noise Pollution,High,Closed,2025-04-24,12.749916,77.47257,17.9,17.5,41062,Electrical
CMP-007055,Ward-24,Noise Pollution,Low,Open,2025-11-09,12.939454,77.430209,51.3,115.7,109646,Water Board
CMP-007056,Ward-26,Power Outage,Medium,Resolved,2024-09-22,13.01003,77.491676,53.4,63.1,35032,General Administration
CMP-007057,Ward-29,Power Outage,Low,Open,2025-05-28,12.820694,77.476001,99.6,42.9,110932,Water Board
CMP-007058,Ward-22,Illegal Construction,Low,Resolved,2025-11-29,13.046505,77.568276,33.0,134.2,16504,Parks & Environment
CMP-007059,Ward-34,Noise Pollution,High,Open,2025-06-03,12.886248,77.472556,15.2,39.1,87603,Parks & Environment
CMP-007060,Ward-9,Water Supply,Low,Pending,2026-06-26,13.000789,77.582345,52.0,25.9,107349,Sanitation
CMP-007061,Ward-35,Power Outage,High,Resolved,2025-07-03,12.813961,77.457167,61.4,76.4,45007,Electrical
CMP-007062,Ward-19,Road Damage,Medium,Resolved,2024-02-17,12.929993,77.668085,9.9,63.9,33131,Urban Planning
CMP-007063,Ward-30,Illegal Construction,Critical,In Progress,2025-05-10,12.890902,77.42597,84.2,94.5,31828,Sanitation
CMP-007064,Ward-2,Stray Animals,Low,Resolved,2024-09-02,12.772802,77.619396,20.3,63.2,19165,Traffic Police
CMP-007065,Ward-37,Noise Pollution,Low,Open,2024-11-17,12.957493,77.455705,6.4,88.7,89847,Roads & Infrastructure
CMP-007066,Ward-17,Noise Pollution,Low,Resolved,2024-08-09,12.836814,77.596952,59.4,100.2,75142,General Administration
CMP-007067,Ward-38,Power Outage,Critical,In Progress,2025-03-01,12.927721,77.467304,8.4,76.6,27363,Water Board
CMP-007068,Ward-38,Encroachment,Critical,Closed,2024-08-05,12.930198,77.473249,61.5,40.2,27363,General Administration
CMP-007069,Ward-9,Road Damage,Low,Open,2025-06-17,12.995434,77.587787,0,48.0,107349,General Administration
CMP-007070,Ward-33,Water Supply,High,In Progress,2025-03-30,12.97202,77.52901,86.7,88.9,82839,Electrical
CMP-007071,Ward-4,Sewage Overflow,Low,Resolved,2025-06-01,12.974532,77.609618,41.5,44.2,51463,Urban Planning
CMP-007072,Ward-30,Encroachment,Low,Resolved,2025-12-19,12.890322,77.416566,72.5,97.6,31828,Electrical
CMP-007073,Ward-26,Stray Animals,Medium,Resolved,2025-08-11,13.001447,77.480411,73.0,86.8,35032,Parks & Environment
CMP-007074,Ward-18,Water Supply,Low,Pending,2026-06-18,12.7942,77.432446,0,72.1,112912,Water Board
CMP-007075,Ward-28,Stray Animals,Low,Open,2025-09-06,12.925164,77.553219,30.1,46.8,55306,Roads & Infrastructure
CMP-007076,Ward-30,Garbage Collection,Medium,Closed,2024-06-24,12.901563,77.427252,102.0,95.1,31828,Traffic Police
CMP-007077,Ward-34,Power Outage,Medium,Resolved,2025-07-12,12.877101,77.470956,28.0,56.5,87603,Parks & Environment
CMP-007078,Ward-11,Garbage Collection,Medium,Resolved,2024-12-12,13.001762,77.50495,25.7,49.6,36319,Sanitation
CMP-007079,Ward-23,Garbage Collection,Low,Pending,2024-07-04,12.956742,77.432447,65.9,102.7,115741,Traffic Police
CMP-007080,Ward-28,Road Damage,Critical,Closed,2025-12-27,,,20.7,60.2,55306,Traffic Police
CMP-007081,Ward-1,Garbage Collection,High,Resolved,2026-03-05,12.941335,77.410174,13.6,57.8,111530,Urban Planning
CMP-007082,Ward-14,Power Outage,Medium,Resolved,2024-12-31,12.862572,77.696594,46.9,38.4,104733,Roads & Infrastructure
CMP-007083,Ward-1,Air Pollution,Medium,In Progress,2024-11-01,12.948131,77.409582,46.8,14.0,111530,Sanitation
CMP-007084,Ward-5,Tree Fall,Low,Resolved,2024-06-24,12.99126,77.40661,100.8,87.7,59597,General Administration
CMP-007085,Ward-33,Power Outage,Medium,Pending,2025-05-03,12.955887,77.525725,22.1,69.3,82839,Water Board
CMP-007086,Ward-23,Traffic Signal Fault,Low,Resolved,2024-02-24,12.956003,77.430977,103.1,89.6,115741,General Administration
CMP-007087,Ward-38,Power Outage,Medium,Closed,2026-02-18,12.91475,77.46511,56.9,49.2,27363,Electrical
CMP-007088,Ward-18,Encroachment,High,Closed,2025-06-05,12.801878,77.443043,119.5,84.1,112912,Urban Planning
CMP-007089,Ward-17,Road Damage,High,Open,2024-09-01,12.844192,77.606436,25.0,112.0,75142,Roads & Infrastructure
CMP-007090,Ward-9,Road Damage,Medium,In Progress,2024-02-21,13.000534,77.591905,30.0,72.0,107349,Traffic Police
CMP-007091,Ward-25,Sewage Overflow,Low,In Progress,2024-10-04,13.008102,77.4751,64.8,13.2,28947,Sanitation
CMP-007092,Ward-28,Public Nuisance,High,Resolved,2024-09-20,12.933655,77.546747,20.4,51.0,55306,Sanitation
CMP-007093,Ward-33,Water Logging,Low,Resolved,2025-10-04,12.962216,77.521362,49.2,29.6,82839,Sanitation
CMP-007094,Ward-32,Road Damage,Critical,In Progress,2024-01-14,12.871552,77.472943,50.2,93.0,41365,Traffic Police
CMP-007095,Ward-13,Public Nuisance,Medium,Closed,2025-02-19,12.765951,77.599464,73.5,33.2,75589,Roads & Infrastructure
CMP-007096,Ward-26,Streetlight Outage,Low,Resolved,2024-07-28,13.008986,77.485377,44.9,50.6,35032,Water Board
CMP-007097,Ward-30,Tree Fall,Low,Open,2026-06-01,12.904028,77.42053,15.6,61.6,31828,General Administration
CMP-007098,Ward-14,Garbage Collection,High,Closed,2024-01-14,12.862518,77.704734,78.8,66.9,104733,Traffic Police
CMP-007099,Ward-12,Water Supply,Low,Resolved,2024-05-31,12.854452,77.454911,35.8,80.5,99939,Sanitation
CMP-007100,Ward-16,Water Logging,Medium,Open,2025-11-29,12.868514,77.421906,67.4,41.5,109098,Parks & Environment
CMP-007101,Ward-7,Stray Animals,Low,Resolved,2024-12-27,12.776491,77.648684,21.3,69.2,110647,Electrical
CMP-007102,Ward-40,Sewage Overflow,Medium,Pending,2024-08-30,12.762233,77.602185,13.5,32.5,110448,Electrical
CMP-007103,Ward-9,Road Damage,High,Resolved,2026-06-12,12.997919,77.591285,46.8,55.1,107349,Parks & Environment
CMP-007104,Ward-3,Tree Fall,High,Closed,2025-01-12,12.763718,77.460812,44.9,19.5,41062,Traffic Police
CMP-007105,Ward-8,Road Damage,Low,In Progress,2025-06-10,12.884747,77.42985,0,40.2,53427,Water Board
CMP-007106,Ward-36,Power Outage,High,Resolved,2026-01-29,12.776757,77.414628,45.5,66.5,51500,Roads & Infrastructure
CMP-007107,Ward-3,Sewage Overflow,Critical,Open,2024-10-01,,,59.3,32.8,41062,Roads & Infrastructure
CMP-007108,Ward-2,Public Nuisance,High,Resolved,2026-04-07,12.780535,77.622108,51.6,81.4,19165,General Administration
CMP-007109,Ward-26,Water Supply,Medium,In Progress,2026-01-25,13.016766,77.483129,68.6,53.9,35032,Traffic Police
CMP-007110,Ward-8,Garbage Collection,High,Resolved,2025-12-25,12.88727,77.44225,82.4,40.9,53427,Traffic Police
CMP-007111,Ward-26,Streetlight Outage,High,Resolved,2024-01-24,13.009815,77.491509,74.3,74.5,35032,Urban Planning
CMP-007112,Ward-15,Stray Animals,Medium,In Progress,2025-02-02,12.839499,77.623801,53.9,87.1,56347,Sanitation
CMP-007113,Ward-38,Garbage Collection,Critical,Open,2024-10-03,12.922581,77.480278,75.6,44.8,27363,Electrical
CMP-007114,Ward-33,Traffic Signal Fault,Medium,In Progress,2025-06-16,12.966543,77.528277,51.6,73.4,82839,Traffic Police
CMP-007115,Ward-14,Encroachment,Medium,Resolved,2024-09-20,12.870126,77.690666,39.5,58.8,104733,Roads & Infrastructure
CMP-007116,Ward-1,Garbage Collection,Medium,Closed,2024-12-03,12.940099,77.407467,25.4,41.3,111530,Sanitation
CMP-007117,Ward-39,Road Damage,Low,Resolved,2025-10-26,12.78122,77.525724,64.3,63.7,110561,Roads & Infrastructure
CMP-007118,Ward-32,Road Damage,Medium,In Progress,2025-09-16,12.881559,77.462515,66.1,85.3,41365,Parks & Environment
CMP-007119,Ward-21,Noise Pollution,Low,Open,2024-10-15,12.807103,77.600275,49.5,64.1,93104,Urban Planning
CMP-007120,Ward-32,Public Nuisance,Medium,Resolved,2025-08-04,12.882658,77.459617,29.3,82.3,41365,Water Board
CMP-007121,Ward-1,Sewage Overflow,Low,In Progress,2025-10-27,12.951291,77.4015,35.1,40.0,111530,Urban Planning
CMP-007122,Ward-13,Road Damage,Medium,Resolved,2025-05-02,12.769071,77.588189,75.1,49.2,75589,Water Board
CMP-007123,Ward-26,Traffic Signal Fault,Medium,Open,2025-11-25,13.010406,77.484441,69.3,71.3,35032,General Administration
CMP-007124,Ward-20,Road Damage,Critical,Open,2024-03-06,12.900837,77.432689,15.1,30.7,97240,General Administration
CMP-007125,Ward-14,Garbage Collection,Low,In Progress,2025-09-01,12.873031,77.698962,42.6,90.0,104733,Traffic Police
CMP-007126,Ward-36,Sewage Overflow,Critical,Closed,2025-04-14,12.779229,77.411516,30.2,70.2,51500,Sanitation
CMP-007127,Ward-14,Garbage Collection,High,Closed,2026-01-25,12.858412,77.701006,32.6,99.8,104733,Urban Planning
CMP-007128,Ward-34,Power Outage,Low,Resolved,2024-04-11,12.884136,77.479394,,31.0,87603,Sanitation
CMP-007129,Ward-27,Encroachment,High,In Progress,2024-02-12,12.866773,77.439815,62.9,52.3,15074,Water Board
CMP-007130,Ward-6,Power Outage,Medium,Resolved,2024-05-20,12.839398,77.459776,0,32.1,64797,Roads & Infrastructure
CMP-007131,Ward-16,Stray Animals,Medium,Resolved,2024-06-21,12.879382,77.413495,62.8,67.6,109098,Roads & Infrastructure
CMP-007132,Ward-24,Streetlight Outage,Medium,Open,2024-01-24,12.943344,77.426718,54.3,43.9,109646,Parks & Environment
CMP-007133,Ward-39,Garbage Collection,Low,Pending,2025-01-28,12.784031,77.523314,51.1,70.2,110561,Sanitation
CMP-007134,Ward-12,Streetlight Outage,Critical,Resolved,2024-11-20,12.8639,77.470991,43.4,91.5,99939,Parks & Environment
CMP-007135,Ward-4,Road Damage,Low,Closed,2025-01-26,12.959382,77.613281,8.6,61.8,51463,Sanitation
CMP-007136,Ward-4,Air Pollution,Low,Resolved,2025-05-19,12.963204,77.60839,31.2,47.0,51463,Traffic Police
CMP-007137,Ward-2,Illegal Construction,High,Closed,2026-04-05,12.775336,77.630892,17.8,52.1,19165,Traffic Police
CMP-007138,Ward-8,Garbage Collection,Low,Resolved,2024-03-28,12.885076,77.431086,26.2,59.1,53427,Roads & Infrastructure
CMP-007139,Ward-32,Sewage Overflow,Low,In Progress,2026-02-20,12.882015,77.463545,54.0,57.5,41365,Roads & Infrastructure
CMP-007140,Ward-28,Public Nuisance,Low,Pending,2024-06-25,12.923894,77.543958,16.1,61.7,55306,General Administration
CMP-007141,Ward-34,Traffic Signal Fault,Medium,In Progress,2025-08-03,12.890842,77.483418,0,50.9,87603,Urban Planning
CMP-007142,Ward-10,Public Nuisance,High,Closed,2025-11-05,12.777835,77.590765,29.7,160.8,45512,Water Board
CMP-007143,Ward-32,Garbage Collection,Low,In Progress,2025-12-31,12.882365,77.460789,37.6,84.7,41365,Electrical
CMP-007144,Ward-31,Public Nuisance,Medium,In Progress,2024-05-24,12.940993,77.684313,56.7,45.0,94507,Water Board
CMP-007145,Ward-39,Stray Animals,Medium,Resolved,2026-01-27,12.78131,77.524236,11.3,82.0,110561,Roads & Infrastructure
CMP-007146,Ward-21,Noise Pollution,Low,Resolved,2025-04-07,12.797189,77.605375,33.2,37.2,93104,Traffic Police
CMP-007147,Ward-4,Stray Animals,Low,Pending,2024-05-21,12.972221,77.609955,0,77.7,51463,General Administration
CMP-007148,Ward-26,Noise Pollution,Low,Pending,2025-12-17,13.015746,77.48291,23.5,68.8,35032,Water Board
CMP-007149,Ward-17,Public Nuisance,Medium,Resolved,2026-02-24,12.853795,77.586759,7.7,81.9,75142,Parks & Environment
CMP-007150,Ward-11,Garbage Collection,Medium,Closed,2025-03-12,13.002158,77.50437,14.9,68.6,36319,Water Board
CMP-007151,Ward-16,Garbage Collection,High,In Progress,2025-01-25,12.870909,77.417171,85.2,96.1,109098,Sanitation
CMP-007152,Ward-28,Tree Fall,Medium,Pending,2025-03-17,12.925546,77.53665,78.6,60.5,55306,General Administration
CMP-007153,Ward-39,Power Outage,Critical,Pending,2025-12-16,12.778124,77.538447,30.5,86.9,110561,Water Board
CMP-007154,Ward-15,Noise Pollution,Critical,Resolved,2024-12-23,12.840085,77.627154,44.8,68.1,56347,Traffic Police
CMP-007155,Ward-9,Water Logging,Medium,Resolved,2026-06-18,12.996697,77.577015,72.6,64.8,107349,Parks & Environment
CMP-007156,Ward-29,Sewage Overflow,Low,Resolved,2024-10-12,12.814712,77.465121,13.1,38.1,110932,Water Board
CMP-007157,Ward-40,Water Supply,Low,Resolved,2024-10-27,12.769536,77.596377,84.0,54.2,110448,Sanitation
CMP-007158,Ward-1,Road Damage,Low,Resolved,2025-02-18,12.95018,77.414,51.2,79.0,111530,Urban Planning
CMP-007159,Ward-36,Garbage Collection,Medium,Resolved,2025-06-07,12.779552,77.400201,56.9,60.6,51500,Parks & Environment
CMP-007160,Ward-38,Air Pollution,Low,Open,2025-04-26,12.925959,77.473478,39.9,35.6,27363,Traffic Police
CMP-007161,Ward-36,Stray Animals,Medium,Open,2025-09-06,12.778897,77.416605,43.8,39.5,51500,Sanitation
CMP-007162,Ward-1,Road Damage,Medium,In Progress,2024-03-27,12.951728,77.411206,64.5,40.7,111530,General Administration
CMP-007163,Ward-30,Encroachment,High,Resolved,2025-01-25,12.905238,77.42654,49.2,77.9,31828,Water Board
CMP-007164,Ward-15,Road Damage,Medium,Open,2025-11-07,12.853434,77.62683,100.5,53.0,56347,General Administration
CMP-007165,Ward-6,Water Supply,Critical,Closed,2024-09-17,12.825128,77.469182,41.8,41.5,64797,Traffic Police
CMP-007166,Ward-2,Encroachment,High,Pending,2026-04-12,12.773592,77.620922,71.5,50.0,19165,Sanitation
CMP-007167,Ward-33,Road Damage,High,In Progress,2026-02-25,12.965801,77.513385,33.9,42.6,82839,General Administration
CMP-007168,Ward-13,Power Outage,Medium,Closed,2025-07-28,12.776614,77.593454,101.8,39.9,75589,Sanitation
CMP-007169,Ward-14,Traffic Signal Fault,Medium,In Progress,2024-03-03,12.854102,77.694046,104.5,10.3,104733,Roads & Infrastructure
CMP-007170,Ward-18,Traffic Signal Fault,Critical,In Progress,2025-08-16,12.790852,77.440645,46.5,40.9,112912,Urban Planning
CMP-007171,Ward-26,Garbage Collection,Medium,Open,2025-11-30,13.014706,77.491315,0,84.3,35032,General Administration
CMP-007172,Ward-25,Road Damage,High,Resolved,2025-05-06,13.006787,77.485261,55.0,45.2,28947,Traffic Police
CMP-007173,Ward-6,Sewage Overflow,Critical,In Progress,2024-03-22,12.83649,77.472675,133.3,54.4,64797,Sanitation
CMP-007174,Ward-36,Traffic Signal Fault,High,In Progress,2025-10-02,12.772036,77.401238,54.7,99.3,51500,Roads & Infrastructure
CMP-007175,Ward-33,Garbage Collection,Medium,Resolved,2025-12-20,12.95612,77.512479,118.3,55.6,82839,General Administration
CMP-007176,Ward-13,Road Damage,Low,Resolved,2024-03-27,12.77492,77.586398,58.8,23.9,75589,Water Board
CMP-007177,Ward-2,Garbage Collection,High,Pending,2026-01-25,12.774469,77.617759,45.1,56.5,19165,Traffic Police
CMP-007178,Ward-30,Road Damage,High,Closed,2025-08-05,12.888606,77.419191,49.0,47.2,31828,Roads & Infrastructure
CMP-007179,Ward-17,Noise Pollution,Low,Resolved,2024-03-03,12.839435,77.588812,67.9,123.4,75142,Water Board
CMP-007180,Ward-28,Water Supply,Low,Open,2024-08-28,12.934416,77.55227,43.6,55.0,55306,Sanitation
CMP-007181,Ward-6,Stray Animals,Critical,In Progress,2025-06-15,12.836485,77.466713,7.9,28.6,64797,Traffic Police
CMP-007182,Ward-25,Road Damage,Low,In Progress,2024-11-27,13.01393,77.486827,76.3,35.4,28947,Parks & Environment
CMP-007183,Ward-6,Sewage Overflow,High,Resolved,2024-09-21,12.824375,77.464171,58.6,57.3,64797,Roads & Infrastructure
CMP-007184,Ward-23,Road Damage,Low,Open,2025-08-13,12.956569,77.44165,93.2,124.3,115741,Electrical
CMP-007185,Ward-31,Water Supply,Low,Closed,2024-06-10,12.953008,77.685684,52.3,62.4,94507,Water Board
CMP-007186,Ward-6,Water Supply,Medium,Resolved,2025-03-18,12.830585,77.460277,30.7,23.7,64797,Water Board
CMP-007187,Ward-11,Water Supply,Medium,Pending,2024-05-08,13.001036,77.523323,36.2,89.4,36319,Traffic Police
CMP-007188,Ward-28,Garbage Collection,Medium,In Progress,2024-07-01,12.91974,77.545524,41.6,50.2,55306,Traffic Police
CMP-007189,Ward-37,Public Nuisance,High,Open,2026-05-20,12.9463,77.460759,15.0,109.0,89847,Water Board
CMP-007190,Ward-36,Garbage Collection,Low,Resolved,2025-07-12,12.770853,77.415623,75.3,64.7,51500,Water Board
CMP-007191,Ward-1,Tree Fall,Medium,Resolved,2026-01-07,12.933426,77.416687,48.4,43.7,111530,Urban Planning
CMP-007192,Ward-24,Sewage Overflow,Low,Resolved,2024-11-16,12.942377,77.43279,43.3,58.9,109646,Water Board
CMP-007193,Ward-24,Streetlight Outage,Low,Pending,2025-06-06,12.949101,77.442108,35.7,27.3,109646,Parks & Environment
CMP-007194,Ward-16,Power Outage,Critical,Resolved,2024-03-27,12.875835,77.428585,119.3,70.9,109098,General Administration
CMP-007195,Ward-39,Streetlight Outage,Low,Open,2024-05-20,12.786045,77.522024,61.6,42.8,110561,Electrical
CMP-007196,Ward-2,Garbage Collection,Medium,Resolved,2026-06-30,12.775998,77.629053,74.8,47.7,19165,Parks & Environment
CMP-007197,Ward-11,Stray Animals,Medium,Resolved,2024-01-05,13.007639,77.515901,0.3,84.7,36319,Traffic Police
CMP-007198,Ward-7,Water Supply,Medium,Open,2024-07-15,12.774373,77.654979,54.5,95.4,110647,Parks & Environment
CMP-007199,Ward-8,Illegal Construction,Medium,Resolved,2025-10-11,12.879549,77.442267,72.8,6.7,53427,Water Board
CMP-007200,Ward-27,Water Logging,High,In Progress,2024-07-25,12.852643,77.443204,57.4,97.7,15074,Sanitation
CMP-007201,Ward-26,Garbage Collection,Critical,Resolved,2025-11-06,13.013784,77.491383,24.9,61.4,35032,Roads & Infrastructure
